SellerG
Hodges                     2.062959e+08
Holland                    4.738500e+06
Homes                      4.700000e+05
Hooper                     3.741000e+06
Hoskins                    6.897982e+06
Hunter                     6.516000e+06
Iconek                     4.170500e+06
J                          2.053100e+07
JMRE                       3.557000e+06
JRW                        2.921000e+06
Jas                        2.143306e+08
Jason                      7.561500e+06
Jellis                     1.800503e+09
Jim                        6.800000e+05
Joe                        1.800000e+06
Johnston                   9.600000e+05
Joseph                     1.500000e+06
Kay                        2.316008e+08
Kaye                       6.550000e+05
Keatings                   5.350000e+05
Kelly                      5.390000e+06
Ken                        1.242000e+06
L                          8.192500e+05
LITTLE                     2.199300e+07
LJ                         1.408100e+07
LLC                        4.440000e+06
Langwell                   2.344000e+06
Le                         7.700000e+05
Leading                    1.212000e+06
Leased                     3.430000e+06
Leeburn                    1.878000e+06
Leyton                     1.336000e+06
Lindellas                  3.124650e+07
Love                       7.894540e+07
Lucas                      2.450000e+06
Luxe                       5.750000e+05
Luxton                     1.838000e+06
M.J                        2.408000e+06
MICM                       1.297700e+07
Maddison                   2.530000e+06
Mandy                      5.647000e+06
Marshall                   1.244748e+09
Mason                      6.185000e+06
Matthew                    5.950000e+06
Max                        5.344000e+06
McDonald                   4.205350e+07
McGrath                    2.383812e+08
McLennan                   2.549500e+06
McNaughton                 5.100000e+05
Meadows                    1.770000e+06
Melbourne                  1.011500e+07
Metro                      5.450000e+05
Miles                      2.130829e+08
Millership                 2.819000e+06
Mindacom                   4.000000e+05
Mitchell                   5.900000e+05
Moonee                     2.878050e+07
Morleys                    2.549000e+06
Morrison                   3.145302e+07
Naison                     1.003000e+06
Nardella                   1.557000e+06
Nelson                     1.588438e+09
New                        2.495000e+06
Nguyen                     6.570000e+05
Nicholls                   5.800000e+05
Nicholson                  6.966000e+06
Nick                       7.531900e+07
Noel                       2.456737e+08
North                      2.200000e+06
O'Brien                    4.999551e+07
O'Donoghues                1.180000e+07
Oak                        3.800000e+05
Obrien                     8.426000e+06
One                        9.167500e+06
Only                       1.260000e+06
Oriental                   8.130000e+05
Owen                       1.255000e+06
PRD                        9.200000e+05
PRDNationwide              1.105000e+06
Pagan                      6.645500e+06
Parkes                     7.583000e+06
Parkinson                  1.185000e+06
Paul                       1.292000e+07
Peake                      1.457000e+06
Peter                      2.672700e+07
Philip                     4.703580e+07
Point                      5.270000e+05
Pride                      1.113550e+07
Prime                      6.500000e+05
Private/Tiernan's          1.880000e+06
Prof.                      9.199500e+06
Property                   6.560000e+05
Propertyau                 7.550000e+05
Prowse                     6.900000e+05
Purplebricks               4.360900e+07
R&H                        3.680000e+06
RE                         3.773000e+06
REMAX                      2.443000e+06
RT                         2.767480e+08
RW                         7.013100e+07
Raine                      8.946020e+07
Raine&Horne                2.469000e+06
Ray                        6.147686e+08
Re                         5.094000e+06
Reach                      5.625000e+05
Real                       3.625000e+06
Red                        4.857000e+06
Redina                     1.425000e+06
Reed                       9.750000e+05
Reliance                   7.129000e+06
Rendina                    6.600628e+07
Rexhepi                    6.250000e+05
Ristic                     9.800000e+05
Rodney                     1.154350e+07
Roger                      1.750000e+06
Rosin                      3.300000e+05
Ross                       3.130000e+06
Rounds                     2.805000e+06
Ryder                      2.425000e+06
S&L                        7.479000e+06
SN                         8.800000e+05
Schroeder                  3.034000e+06
Scott                      3.790000e+06
Sell                       1.730000e+06
Smart                      5.480000e+05
Sotheby's                  1.472250e+07
Steveway                   1.285000e+06
Stockdale                  1.064608e+08
Sweeney                    1.805233e+08
Sweeney/Advantage          2.011000e+06
TRUE                       1.086000e+06
The                        9.055000e+05
Thomas                     2.930000e+06
Thomson                    2.981600e+07
Tiernan's                  1.390000e+06
Tim                        1.286000e+07
Trimson                    7.170500e+06
Triwest                    3.071100e+06
U                          3.783000e+06
Upper                      2.100000e+06
VICPROP                    1.440000e+06
VICProp                    8.393000e+06
Veitch                     7.950000e+05
Vic                        1.100000e+06
Victory                    5.900000e+05
Village                    1.235205e+08
W.B.                       5.620000e+06
WHITEFOX                   1.820000e+06
Walsh                      3.167000e+06
Walshe                     1.535750e+07
Weast                      3.320000e+06
Weda                       4.950000e+06
Weston                     3.582000e+06
Westside                   1.920000e+06
White                      2.035000e+06
Whiting                    1.485600e+07
William                    7.670500e+06
Williams                   1.156803e+08
Wilson                     1.923900e+07
Win                        5.034000e+06
Wood                       3.700000e+05
Woodards                   3.138577e+08
Xynergy                    1.205000e+06
YPA                        9.273035e+07
Zahn                       1.201000e+06
buyMyplace                 2.870000e+06
hockingstuart              1.114167e+09
hockingstuart/Advantage    3.300000e+05
hockingstuart/Barry        1.265000e+06
hockingstuart/Village      3.450000e+05
iOne                       6.200000e+05
iProperty                  8.200000e+05
iSell                      8.141000e+06
iTRAK                      9.240700e+06
